dsc_titulo_chamada;dsc_status;carta_txt_num_protocolo;carta_dsc_modalidade;carta_txt_sigla_uf;carta_txt_municipio;carta_dsc_agente_financeiro;carta_nome_proponente;carta_tipo_proponente;carta_txt_nome_empreendimento;carta_vlr_contrapartida;carta_vlr_emprestimo;carta_vlr_investimento
Avançar Cidades Saneamento 2018/2019;Arquivada;00001846.2.1506/2018;Esgotamento Sanitário;PB;Boa Vista;Caixa Econômica Federal;Governo do Estado da Paraíba;Governo Estadual/Distrital;Sistema de Esgotamento Sanitário de Boa Vista;1.652.856,82;18.101.262,55;19.754.119,37
Avançar Cidades Saneamento 2018/2019;Arquivada;00001442.9.2704/2018;Estudos e Projetos;RJ;Rio de Janeiro;Caixa Econômica Federal;Município do Rio de Janeiro;Prefeitura Municipal;ELABORAÇÃO DE PROJETO DE DRENAGEM PARA OS RIOS DA BACIA HIDROGRÁFICA DO RIO CAÇÃO VERMELHO;437.471,02;8.311.949,37;8.749.420,39
Avançar Cidades Saneamento 2018/2019;Arquivada;00001555.1.3005/2018;Abastecimento de Água;SC;Joinville;Caixa Econômica Federal;Companhia Águas de Joinville;Companhia/Empresa de Saneamento;Modernização do Tratamento de Água e Tratamento de Lodo da Estação de Tratamento de Água - ETA Piraí;932.801,65;17.723.231,34;18.656.032,99
Avançar Cidades Saneamento 2018/2019;Arquivada;00001754.1.3005/2018;Abastecimento de Água;MG;Campo Belo;Caixa Econômica Federal;Prefeitura Municipal de Campo Belo -MG;Prefeitura Municipal;AMPLIAÇÃO DO SISTEMA DE CAPTAÇÃO E ADUÇÃO DE ÁGUA BRUTA E TRATADA DO MUNICÍPIO  DE CAMPO BELO - MG;1.388.900,00;26.385.220,73;27.774.120,73
Avançar Cidades Saneamento 2018/2019;Arquivada;001667.1.0106/2018-R;Abastecimento de Água;BA;Alagoinhas;Caixa Econômica Federal;Prefeitura Municipal de Alagoinhas ;Prefeitura Municipal;Ampliação do Sistema de Abastecimento de Água de Alagoinhas - BA;1.260.714,32;23.953.571,89;25.214.286,21
Avançar Cidades Saneamento 2018/2019;Arquivada;001768.5.3105/2018-R;Manejo de Águas Pluviais;RS;Pelotas;Caixa Econômica Federal;Prefeitura Municipal de Pelotas;Prefeitura Municipal;Casas de Bombas;549.396,09;10.417.025,75;10.966.421,84
Avançar Cidades Saneamento 2018/2019;Arquivada;00001745.1.3005/2018;Abastecimento de Água;MG;Sete Lagoas;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE SETE LAGOAS;Prefeitura Municipal;AMPLIAÇÃO DOS SISTEMAS DE RESERVAÇÃO E DISTRIBUIÇÃO DE ÁGUA TRATADA PARA O SETOR SUL DA ZONA URBANA, INTEGRADO AO SISTEMA RIO DAS VELHAS ;1.617.500,00;30.724.655,65;32.342.155,65
Avançar Cidades Saneamento 2018/2019;Arquivada;00001500.9.1806/2018;Estudos e Projetos;CE;Eusébio;Caixa Econômica Federal;Companhia de Água e Esgoto do Ceará - Cagece;Companhia/Empresa de Saneamento;Elaboração de Estudos e Projetos – Ampliação SES Aquiraz e Eusébio;155.986,63;2.963.745,82;3.119.732,45
Avançar Cidades Saneamento 2018/2019;Arquivada;001561.1.1806/2018-R;Abastecimento de Água;CE;Alto Santo;Caixa Econômica Federal;Companhia de Água e Esgoto do Ceará - Cagece;Companhia/Empresa de Saneamento;Projeto Executivo do Sistema de Abastecimento de Alto Santo;658.562,89;12.512.694,96;13.171.257,85
Avançar Cidades Saneamento 2018/2019;Arquivada;00001725.5.3005/2018;Manejo de Águas Pluviais;MG;Belo Horizonte;Caixa Econômica Federal;Prefeitura Municipal de Belo Horizonte;Prefeitura Municipal;Requalificação Urbana e Ambiental e de Controle de Cheias no Córrego Embira;3.693.813,69;70.182.459,84;73.876.273,53
Avançar Cidades Saneamento 2018/2019;Arquivada;001347.1.0705/2018-R;Abastecimento de Água;GO;Rio Verde;BNDES;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Ampliação do Sistema de Abastecimento de Água (SAA) do Município de Rio Verde/GO;9.398.141,89;178.564.695,95;187.962.837,84
Avançar Cidades Saneamento 2018/2019;Arquivada;001782.5.3005/2018-R;Manejo de Águas Pluviais;SP;Mogi das Cruzes;Caixa Econômica Federal;MOGI DAS CRUZES;Prefeitura Municipal;IMPLANTAÇÃO DE RESERVATÓRIO DE CHEIAS NE-2 RIO NEGRO - (PISCINÃO VILA RESSACA);5.047.760,27;95.907.445,16;100.955.205,43
Avançar Cidades Saneamento 2018/2019;Arquivada;00001740.5.2905/2018;Manejo de Águas Pluviais;MG;Belo Horizonte;Caixa Econômica Federal;Prefeitura Municipal de Belo Horizonte;Prefeitura Municipal;Várzea da Palma - Complemento (Córregos da Avenida Central e Rua Chile);2.693.800,38;51.182.205,80;53.876.006,18
Avançar Cidades Saneamento 2018/2019;Arquivada;00001690.5.3005/2018;Manejo de Águas Pluviais;PI;Teresina;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE TERESINA;Prefeitura Municipal;Implantação da 1º etapa do sistema integrado de drenagem da Sub Bacia PD02 (Sistema Parque Ideal/Novo Horizonte) da cidade de Teresina, Piauí.;1.269.921,57;24.128.509,83;25.398.431,40
Avançar Cidades Saneamento 2018/2019;Arquivada;001804.5.3105/2018-R;Manejo de Águas Pluviais;PI;Teresina;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE TERESINA;Prefeitura Municipal;Implantação da 1º Etapa do sistema de drenagem integrado da sub-bacia PD06 (Sistema Itararé) da cidade de Teresina – Piauí.;2.123.255,70;40.341.858,08;42.465.113,78
Avançar Cidades Saneamento 2018/2019;Arquivada;00001473.1.3005/2018;Abastecimento de Água;SP;São Roque;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Barragem do Canguera;206.369,81;3.921.026,33;4.127.396,14
Avançar Cidades Saneamento 2018/2019;Arquivada;00001675.1.2505/2018;Abastecimento de Água;SP;Jundiaí;Caixa Econômica Federal;DAE S/A - Água e Esgoto;Companhia/Empresa de Saneamento;Remanejamento e Reforço de Adutora para Atendimento do Vetor Oeste do Município de Jundiaí;2.060.000,00;13.490.000,00;15.550.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001395.5.1405/2018-R;Manejo de Águas Pluviais;RJ;Rio de Janeiro;Caixa Econômica Federal;Município do Rio de Janeiro;Prefeitura Municipal;Controle de Enchentes na Bacia do Rio Acari;12.983.708,33;246.690.458,05;259.674.166,38
Avançar Cidades Saneamento 2018/2019;Arquivada;00001379.5.1904/2018;Manejo de Águas Pluviais;RJ;Rio de Janeiro;Caixa Econômica Federal;Município do Rio de Janeiro;Prefeitura Municipal;Canalização dos Rios Viegas e Registro;8.917.396,85;169.379.730,26;178.297.127,11
Avançar Cidades Saneamento 2018/2019;Arquivada;00001844.1.0106/2018;Abastecimento de Água;GO;Pires do Rio;BNDES;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Ampliação do Sistema de Abastecimento de Água (SAA) do Município de Pires do Rio - GO;1.711.541,58;32.519.289,61;34.230.831,19
Avançar Cidades Saneamento 2018/2019;Arquivada;001867.1.1306/2018-R;Abastecimento de Água;SP;Pirassununga;Caixa Econômica Federal;Prefeitura Municipal de Pirassununga;Prefeitura Municipal;Ampliação da Estação de Tratamento de Água, substituição de redes de distribuição e construção de reservatório de água tratada.;256.495,41;4.871.710,43;5.128.205,84
Avançar Cidades Saneamento 2018/2019;Arquivada;001610.1.1806/2018-R;Abastecimento de Água;CE;Milagres;Caixa Econômica Federal;Companhia de Água e Esgoto do Ceará - Cagece;Companhia/Empresa de Saneamento;Projeto Executivo do Sistema de Abastecimento de Água de Milagres;364.536,68;6.926.196,88;7.290.733,56
Avançar Cidades Saneamento 2018/2019;Arquivada;001898.1.1506/2018-R;Abastecimento de Água;RS;Três de Maio;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Implantação do projeto de Desaguamento do Lodo da ETA 2;184.537,70;3.506.216,00;3.690.753,70
Avançar Cidades Saneamento 2018/2019;Arquivada;001912.2.1806/2018-R;Esgotamento Sanitário;PR;Campo do Tenente;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do SES de Campo do Tenente;445.000,00;8.455.000,00;8.900.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;002013.9.1806/2018-R;Estudos e Projetos;PE;Recife;Caixa Econômica Federal;Companhia Pernambucana de Saneamento;Companhia/Empresa de Saneamento;Elaboração do Projeto para Ampliação do Sistema de Abastecimento de Água de Tapacurá para a RMR;60.000,00;1.140.000,00;1.200.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001466.1.2905/2018-R;Abastecimento de Água;RS;Taquara;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Tratamento do lodo ;505.055,35;4.545.498,18;5.050.553,53
Avançar Cidades Saneamento 2018/2019;Arquivada;001914.1.1806/2018-R;Abastecimento de Água;PR;Londrina;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do SAA de Londrina;1.296.150,00;24.626.850,00;25.923.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001924.2.1806/2018-R;Esgotamento Sanitário;PR;Araucária;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do SES de Araucária;525.000,00;9.975.000,00;10.500.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001926.2.1806/2018-R;Esgotamento Sanitário;PR;Quitandinha;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do SES de Quitandinha;775.000,00;14.725.000,00;15.500.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001930.2.1806/2018-R;Esgotamento Sanitário;PR;Pato Branco;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do SES de Pato Branco;6.101.240,85;115.923.576,15;122.024.817,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001900.1.1806/2018-R;Abastecimento de Água;RS;Camaquã;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Implantação do projeto de Desaguamento do Lodo da ETA ;252.816,64;4.803.515,92;5.056.332,56
Avançar Cidades Saneamento 2018/2019;Arquivada;001931.2.1806/2018-R;Esgotamento Sanitário;PR;Agudos do Sul;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação SES de Agudos do Sul / PR;425.000,00;8.075.000,00;8.500.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001896.1.1506/2018-R;Abastecimento de Água;RS;Cruz Alta;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Tratamento do Lodo;258.368,86;4.909.008,21;5.167.377,07
Avançar Cidades Saneamento 2018/2019;Arquivada;001903.1.1806/2018-R;Abastecimento de Água;RS;Parobé;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Implantação do projeto de Desaguamento do Lodo da ETA ;258.368,86;4.909.008,21;5.167.377,07
Avançar Cidades Saneamento 2018/2019;Arquivada;001799.A.0106/2018-R;Redução e Controle de Perdas;MG;Mariana;BDMG;MUNICIPIO DE MARIANA;Prefeitura Municipal;Programa de Controle e Redução de Perdas no Sistema de Abastecimento de Água da Cidade de Mariana;367.784,00;6.987.669,06;7.355.453,06
Avançar Cidades Saneamento 2018/2019;Arquivada;00001706.9.2905/2018;Estudos e Projetos;SP;São Paulo;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Projeto de Interligações às Redes coletoras de Esgoto no Município de São Paulo;50.000,00;950.000,00;1.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001934.2.1806/2018-R;Esgotamento Sanitário;PR;Arapongas;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação SES de Arapongas / PR;1.975.000,00;37.525.000,00;39.500.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001950.2.1806/2018-R;Esgotamento Sanitário;PR;Mandirituba;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotos Sanitários de Mandirituba/PR;280.000,00;5.320.000,00;5.600.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001948.2.1806/2018-R;Esgotamento Sanitário;PR;Balsa Nova;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação SES de Balsa Nova;137.500,00;2.612.500,00;2.750.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001954.1.1806/2018-R;Abastecimento de Água;PR;Imbituva;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação SAA de Imbituva /PR;1.130.000,00;21.470.000,00;22.600.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001955.2.1806/2018-R;Esgotamento Sanitário;PR;Colombo;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotos Sanitários de Colombo/PR;2.500.000,00;47.500.000,00;50.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001962.2.1806/2018-R;Esgotamento Sanitário;PR;Almirante Tamandaré;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotos Sanitários de Almirante Tamandaré/PR;2.000.000,00;38.000.000,00;40.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001965.1.1806/2018-R;Abastecimento de Água;PR;Piraquara;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação SAA de Piraquara / PR;2.150.000,00;40.850.000,00;43.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001966.2.1806/2018-R;Esgotamento Sanitário;PR;Campina Grande do Sul;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotos Sanitários de Campina Grande do Sul/PR;500.000,00;9.500.000,00;10.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001973.2.1806/2018-R;Esgotamento Sanitário;PR;Quatro Barras;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotos Sanitários de Quatro Barras/PR;576.375,00;10.951.125,00;11.527.500,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001452.1.2805/2018-R;Abastecimento de Água;RS;São José do Norte;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Execução de 14 km adutora DN150 e EBA ;559.517,88;5.035.660,89;5.595.178,77
Avançar Cidades Saneamento 2018/2019;Arquivada;001933.1.1806/2018-R;Abastecimento de Água;PR;Dois Vizinhos;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do SAA de Dois Vizinhos;3.850.000,00;73.150.000,00;77.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;002003.2.1806/2018-R;Esgotamento Sanitário;PR;Pinhais;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotos Sanitários de Pinhais/PR;375.000,00;7.125.000,00;7.500.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001980.9.1806/2018-R;Estudos e Projetos;PR;Curitiba;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Estudos e Projetos de SES para diversos municípios do estado do Paraná;556.618,00;10.575.742,00;11.132.360,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001830.9.1806/2018-R;Estudos e Projetos;PE;Ipojuca;Caixa Econômica Federal;Companhia Pernambucana de Saneamento;Companhia/Empresa de Saneamento;Elaboração de Projeto para Ampliação do Sistema Produtor SUAPE;77.000,00;1.463.000,00;1.540.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001937.2.1806/2018-R;Esgotamento Sanitário;PR;Rio Negro;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação SES de Rio Negro / PR;375.000,00;7.125.000,00;7.500.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001939.9.1806/2018-R;Estudos e Projetos;PR;Curitiba;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Estudos e Projetos de SAA para diversos municípios do estado do Paraná;720.412,50;13.687.837,50;14.408.250,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001979.1.1806/2018-R;Abastecimento de Água;PR;Castro;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação SAA de Castro / PR;2.050.000,00;38.950.000,00;41.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001971.2.1806/2018-R;Esgotamento Sanitário;PR;Piraquara;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação SES de Piraquara / PR;900.000,00;17.100.000,00;18.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001422.1.2505/2018-R;Abastecimento de Água;RS;Dom Pedrito;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Ampliação do SAA captação, EAB – SAA;1.532.261,60;13.790.354,34;15.322.615,94
Avançar Cidades Saneamento 2018/2019;Arquivada;001975.2.1806/2018-R;Esgotamento Sanitário;PR;São José dos Pinhais;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotos Sanitários de São José dos Pinhais/PR;1.900.000,00;36.100.000,00;38.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001742.9.0106/2018-R;Estudos e Projetos;PE;Recife;Caixa Econômica Federal;Município do recife;Prefeitura Municipal;Áreas Criticas do Cordeiro;2.986.434,56;55.742.256,69;58.728.691,25
Avançar Cidades Saneamento 2018/2019;Arquivada;001454.2.2905/2018-R;Esgotamento Sanitário;RS;Cachoeira do Sul;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Implementação do segundo módulo de 106L/s ;693.772,91;13.181.684,97;13.875.457,88
Avançar Cidades Saneamento 2018/2019;Arquivada;001451.1.2905/2018-R;Abastecimento de Água;RS;Eldorado do Sul;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Execução de 9 km adutora DN400 e Reservatório de 1000m3 ;1.334.103,43;12.006.930,91;13.341.034,34
Avançar Cidades Saneamento 2018/2019;Arquivada;001651.2.0106/2018-R;Esgotamento Sanitário;PE;Recife;Caixa Econômica Federal;Município do recife;Prefeitura Municipal;SES CORDEIRO - Execução do Sistema Integrado de Esgotamento Sanitário, Recife-Pe;1.632.182,31;30.966.463,71;32.598.646,02
Avançar Cidades Saneamento 2018/2019;Arquivada;00001426.2.2905/2018;Esgotamento Sanitário;RS;Carazinho;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Ampliação com rede coletora, 04 elevatórias nas bacias U5A e U5B / original do PAC II suspensiva ;1.037.389,95;19.710.408,90;20.747.798,85
Avançar Cidades Saneamento 2018/2019;Arquivada;001614.1.3005/2018-R;Abastecimento de Água;RJ;Itaboraí;Caixa Econômica Federal;CEDAE/Companhia Estadual de Águas e Esgotos do Rio de janeiro;Companhia/Empresa de Saneamento;AMPLIAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA DO MUNICÍPIO DE ITABORAÍ;23.365.327,02;443.941.213,32;467.306.540,34
Avançar Cidades Saneamento 2018/2019;Arquivada;001624.1.3005/2018-R;Abastecimento de Água;RJ;Macaé;Caixa Econômica Federal;CEDAE/Companhia Estadual de Águas e Esgotos do Rio de janeiro;Companhia/Empresa de Saneamento;AMPLIAÇÃO DO SISTEMA DE PRODUÇÃO DE ÁGUA TRATADA PARA O MUNICÍPIO DE MACAÉ;10.756.598,99;204.375.380,62;215.131.979,61
Avançar Cidades Saneamento 2018/2019;Arquivada;001599.1.2505/2018-R;Abastecimento de Água;SP;Cordeirópolis;Caixa Econômica Federal;Prefeitura Municipal de Cordeirópolis;Prefeitura Municipal;Construção da Barragem Santa Marina no córrego Cascalho, Município Cordeirópolis-SP;680.000,00;12.058.968,92;12.738.968,92
Avançar Cidades Saneamento 2018/2019;Arquivada;001678.9.2905/2018-R;Estudos e Projetos;SP;Ribeirão Pires;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Elaboração de Projeto Executivo para melhoria operacional da rede de abastecimento de água no município de Ribeirão Pires.  ;85.000,00;1.615.000,00;1.700.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001650.2.2905/2018-R;Esgotamento Sanitário;SP;Diadema;BNDES;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Implantação de Sistema de Esgotamento Sanitário no Município de Diadema  e eliminação de extravasões BL 06 e ME 03;2.086.192,10;39.637.649,81;41.723.841,91
Avançar Cidades Saneamento 2018/2019;Arquivada;001698.2.3005/2018-R;Esgotamento Sanitário;SP;Ribeirão Pires;BNDES;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Sistema de Esgotamento Sanitário Ribeirão Pires;9.253.994,00;175.816.902,00;185.070.896,00
